ID_Uzorka,GPS_LAT,GPS_LONG,Dubina_Busenja_cm,Temp_Tla_C,pH_Vrijednost,H2O_Postotak,Metan_Senzor,Organske_Molekule
1446,18.472364,77.388687,8.1,-30.0,6.74,1.43,Negativno,Ne
1447,18.483681,77.372567,13.5,-30.0,7.22,5.29,Negativno,Ne
1448,18.476639,77.393974,5.5,-34.3,6.94,2.62,Negativno,Ne
1449,18.466502,77.379431,2.8,-40.9,7.44,3.88,Negativno,Ne
1450,18.48415,77.378291,3.8,-52.1,7.58,4.11,Negativno,Ne
1451,18.495036,77.382403,12.1,-29.2,7.79,1.61,Negativno,Ne
1452,18.490437,77.391159,7.0,-78.9,6.3,3.94,Negativno,Ne
1453,18.486877,77.381985,14.0,-46.8,7.23,3.19,Negativno,Ne
1454,18.477112,77.381222,7.6,-57.4,7.11,5.0,Negativno,Ne
1455,18.488533,77.390347,3.9,-71.9,7.92,1.13,Negativno,Da
1456,18.468204,77.390424,3.8,-71.0,7.74,2.61,Negativno,Ne
1457,18.487226,77.374953,14.9,-67.9,6.69,3.17,Negativno,Ne
1458,18.500341,77.381133,7.8,-28.6,7.5,4.07,Negativno,Ne
1459,18.462049,77.383562,2.7,-47.1,6.5,4.38,Negativno,Ne
1460,18.499891,77.392536,10.1,-66.5,6.87,5.2,Negativno,Ne
1461,18.478016,77.408141,0.5,-37.5,6.73,0.77,Negativno,Ne
1462,18.484433,77.391625,3.4,-39.6,7.46,5.99,Negativno,Ne
1463,18.477569,77.376376,9.4,-67.9,5.9,0.8,Negativno,Ne
1464,18.478652,77.391614,4.3,-59.1,7.17,3.62,Negativno,Ne
1465,18.478151,77.402613,3.1,-68.9,7.17,3.05,Negativno,Ne
1466,18.470644,77.389316,9.1,-48.0,7.54,0.21,Negativno,Ne
1467,18.474777,77.369914,5.1,-57.8,6.04,3.11,Negativno,Ne
1468,18.487946,77.392401,0.2,-45.3,7.16,4.65,Negativno,Ne
1469,18.477165,77.386164,1.0,-22.0,6.62,2.56,Negativno,Ne
1470,18.469929,77.403502,14.2,-53.7,7.81,5.55,Negativno,Ne
1471,18.486264,77.383261,3.4,-56.4,6.17,1.8,Negativno,Ne
1472,18.475228,77.394001,2.3,-53.7,6.39,2.29,Negativno,Ne
1473,18.474428,77.407044,12.6,-46.1,6.14,0.33,Negativno,Ne
1474,18.484008,77.397758,4.5,-28.7,6.84,1.19,Negativno,Ne
1475,18.468111,77.388872,1.0,-36.1,7.99,5.38,Negativno,Ne
1476,18.478043,77.388128,8.1,-28.8,6.93,4.24,Negativno,Ne
1477,18.478903,77.392448,3.0,-38.6,7.51,2.58,Negativno,Ne
1478,18.479141,77.38917,11.7,-36.9,6.68,0.11,Negativno,Ne
1479,18.474922,77.393946,0.7,-64.0,7.5,3.58,Negativno,Ne
1480,18.493871,77.397112,3.9,-66.3,7.63,2.34,Negativno,Ne
1481,18.455739,77.402779,4.8,-70.8,7.64,3.28,Pozitivno,Ne
1482,18.471852,77.405272,14.8,-45.1,6.4,1.1,Pozitivno,Ne
1483,18.489642,77.374058,2.0,-87.5,6.98,2.83,Negativno,Ne
1484,18.495382,77.373309,9.5,-41.3,6.6,4.48,Negativno,Ne
1485,18.472863,77.406316,14.5,-25.3,7.81,2.76,Negativno,Ne
1486,18.490581,77.389765,1.7,-46.0,7.11,0.33,Negativno,Ne
1487,18.477968,77.383865,0.6,-4.6,7.12,0.82,Negativno,Ne
1488,18.480967,77.388855,11.5,-42.0,6.66,1.3,Negativno,Ne
1489,18.50008,77.402214,0.2,-53.0,6.4,5.86,Negativno,Ne
1490,18.481499,77.396749,11.4,-37.8,6.57,4.46,Negativno,Ne
1491,18.469606,77.388185,0.9,-34.7,6.93,1.34,Negativno,Ne
1492,18.478567,77.379759,7.9,-46.3,7.52,0.92,Negativno,Ne
1493,18.489218,77.388705,11.2,-63.6,7.09,2.76,Negativno,Ne
1494,18.471887,77.380858,8.9,-9.1,6.37,6.237510804995371,Pozitivno,Da
1495,18.485181,77.396929,7.2,-60.5,6.97,4.18,Negativno,Ne
1496,18.466206,77.39023,2.9,-26.7,6.08,5.85,Pozitivno,Ne
1497,18.482845,77.397679,7.2,-57.1,6.79,1.48,Negativno,Ne
1498,18.497233,77.385079,2.6,-50.0,7.15,3.51,Negativno,Ne
1499,18.468899,77.388908,4.1,-63.7,8.15,2.83,Negativno,Ne
1500,18.494217,77.381472,10.8,-67.0,7.37,0.76,Negativno,Ne
1501,18.486026,77.375918,11.0,-62.3,6.9,0.82,Negativno,Ne
1502,18.472355,77.399282,5.7,-68.6,6.89,4.61,Pozitivno,Ne
1503,18.474756,77.400559,8.2,-79.6,7.37,2.75,Pozitivno,Ne
1504,18.478834,77.397381,12.9,-51.2,6.48,3.99,Negativno,Ne
1505,18.48536,77.380382,8.9,-61.2,6.47,4.62,Negativno,Ne
1506,18.482775,77.387095,14.9,-65.6,7.04,3.24,Negativno,Ne
1507,18.47637,77.38019,12.5,-38.3,7.52,2.75,Negativno,Ne
1508,18.468925,77.379619,6.2,-49.7,6.89,1.76,Negativno,Ne
1509,18.489791,77.385913,3.0,-47.4,7.04,1.44,Negativno,Ne
1510,18.48823,77.382906,9.0,-14.2,7.32,2.77,Negativno,Ne
1511,18.461681,77.396462,4.5,-28.2,6.58,0.23,Negativno,Ne
1512,18.46909,77.385371,6.6,-63.5,6.29,4.75,Negativno,Ne
1513,18.491225,77.40045,8.2,-46.4,6.7,2.36,Negativno,Ne
1514,18.498391,77.389359,8.2,-50.6,7.2,0.16,Negativno,Ne
1515,18.465661,77.380111,4.3,-42.5,7.31,5.06,Negativno,Ne
1516,18.479502,77.390907,7.1,-41.7,7.04,4.96,Negativno,Ne
1517,18.494221,77.369806,13.9,-36.6,6.54,3.95,Negativno,Ne
1518,18.493782,77.367689,14.1,-37.2,7.73,3.58,Negativno,Ne
1519,18.474913,77.391607,6.7,-69.3,6.96,5.68,Negativno,Ne
1520,18.464186,77.394949,3.5,-38.8,7.1,2.05,Negativno,Ne
1521,18.488374,77.365567,0.8,-48.1,7.81,4.34,Pozitivno,Da
1522,18.481541,77.389504,5.0,-68.0,7.75,2.82,Negativno,Ne
1523,18.482856,77.399446,14.9,-56.4,7.4,3.05,Negativno,Ne
1524,18.486955,77.402189,13.3,-57.7,7.45,3.49,Negativno,Ne
1525,18.455057,77.389274,10.7,-54.9,7.22,2.01,Negativno,Ne
1526,18.477041,77.384294,10.3,-65.4,7.67,2.33,Negativno,Ne
1527,18.488297,77.361915,11.3,-28.8,8.33,2.43,Pozitivno,Ne
1528,18.479564,77.390277,9.6,-50.2,7.36,2.51,Pozitivno,Ne
1529,18.481723,77.390043,2.1,-60.8,7.7,4.69,Pozitivno,Ne
1530,18.477948,77.397147,1.0,-32.6,6.52,1.92,Negativno,Ne
1531,18.473949,77.401981,1.9,-45.5,7.06,3.32,Negativno,Ne
1532,18.481292,77.386127,6.6,-57.5,7.44,2.61,Negativno,Ne
1533,18.466694,77.39986,7.1,-68.8,6.29,0.99,Negativno,Ne
1534,18.475259,77.377754,10.2,-51.2,7.16,3.53,Pozitivno,Ne
1535,18.482549,77.387676,10.5,-77.1,7.38,5.89,Negativno,Ne
1536,18.460475,77.401166,10.5,-73.7,7.98,1.75,Negativno,Ne
1537,18.480942,77.386125,1.8,-43.6,6.88,5.85,Negativno,Ne
1538,18.489568,77.384564,1.6,-22.7,5.93,0.8,Pozitivno,Ne
1539,18.485934,77.384624,10.6,-45.4,6.03,5.09,Negativno,Ne
1540,18.501688,77.38214,1.9,-63.8,6.79,4.23,Negativno,Ne
1541,18.47343,77.39625,12.1,-45.8,7.12,3.74,Negativno,Ne
1542,18.488598,77.398422,4.3,-32.3,6.15,4.04,Negativno,Ne
1543,18.47316,77.398858,11.1,-44.2,7.13,4.77,Negativno,Ne
1544,18.460799,77.395459,8.2,-62.3,7.62,2.58,Negativno,Ne
1545,18.472776,77.384165,1.9,-42.6,7.23,3.59,Negativno,Ne
1546,18.476743,77.370236,4.1,-37.0,6.62,1.3,Negativno,Ne
1547,18.483919,77.399073,1.4,-48.3,6.76,2.64,Negativno,Ne
1548,18.49244,77.395689,0.8,-27.0,7.68,3.56,Negativno,Ne
1549,18.485818,77.389303,5.2,-44.5,6.04,3.93,Negativno,Ne
1550,18.494273,77.391687,6.9,-24.7,7.26,3.59,Negativno,Ne
1551,18.486842,77.409219,10.6,-28.8,6.8,2.93,Negativno,Ne
1552,18.481965,77.383485,10.9,-37.0,6.82,3.76,Negativno,Ne
1553,18.486298,77.386791,3.9,-56.3,6.92,2.87,Negativno,Ne
1554,18.485233,77.387161,1.8,-48.6,6.63,0.3,Negativno,Ne
1555,18.486729,77.370174,4.2,-54.1,7.04,4.75,Negativno,Ne
1556,18.499291,77.393555,5.1,-85.4,7.42,5.75,Negativno,Ne
1557,18.48768,77.379862,5.5,-31.0,7.57,5.24,Negativno,Ne
1558,18.472649,77.384751,0.4,-32.3,7.36,2.35,Negativno,Ne
1559,18.474542,77.382553,11.5,-57.9,6.37,5.37,Negativno,Ne
1560,18.473518,77.391374,5.6,-58.7,6.84,0.31,Negativno,Da
1561,18.486837,77.390057,14.5,-47.4,6.95,3.68,Negativno,Ne
1562,18.487215,77.390179,9.2,-67.5,7.15,5.28,Pozitivno,Ne
1563,18.48283,77.380853,7.5,-66.0,6.35,4.55,Negativno,Ne
1564,18.484069,77.384632,12.7,-56.9,6.48,3.26,Negativno,Ne
1565,18.478657,77.394901,8.4,-65.4,7.05,1.09,Pozitivno,Ne
1566,18.492784,77.383097,9.6,-61.7,7.27,5.32,Negativno,Ne
1567,18.494363,77.410938,10.7,-55.7,6.64,2.11,Negativno,Ne
1568,18.476179,77.392665,9.4,-52.1,6.97,2.11,Negativno,Ne
1569,18.484069,77.399763,4.4,-40.6,7.09,3.36,Negativno,Ne
1570,18.48032,77.389526,2.0,-46.1,7.12,1.82,Pozitivno,Ne
1571,18.465366,77.380722,6.5,-36.8,7.19,3.46,Negativno,Ne
1572,18.487609,77.384159,3.2,-67.6,7.27,5.95,Negativno,Ne
1573,18.482942,77.372632,1.9,-68.9,7.32,2.99,Negativno,Ne
1574,18.495054,77.396973,6.1,-25.1,7.24,4.75,Negativno,Ne
1575,18.482045,77.393967,7.5,-23.9,6.37,3.91,Negativno,Ne
1576,18.485281,77.387847,6.9,-51.6,7.65,0.38,Negativno,Ne
1577,18.497424,77.39741,7.4,-64.9,6.28,2.06,Negativno,Ne
1578,18.481688,77.396751,5.2,-53.1,6.82,0.82,Negativno,Ne
1579,18.461213,77.389521,9.4,-64.4,5.98,5.39,Negativno,Ne
1580,18.471685,77.393539,3.6,-61.0,6.98,1.51,Negativno,Ne
1581,18.482887,77.374499,12.7,-57.9,7.69,1.23,Negativno,Ne
1582,18.477471,77.401925,7.8,-23.6,6.04,4.42,Negativno,Ne
1583,18.488623,77.387135,13.3,-52.9,6.58,5.95,Negativno,Ne
1584,18.483112,77.393098,0.9,-50.5,6.61,0.4,Negativno,Ne
1585,18.476124,77.378873,6.7,-57.6,6.78,5.69,Negativno,Ne
1586,18.494585,77.380179,9.6,-41.3,6.54,4.66,Negativno,Ne
1587,18.488623,77.387627,8.6,-40.7,6.73,2.41,Negativno,Ne
1588,18.471886,77.388388,11.8,-77.6,6.31,4.26,Negativno,Ne
1589,18.482861,77.40316,3.4,-56.8,7.31,3.22,Negativno,Ne
1590,18.473389,77.402313,6.3,-65.8,7.33,2.54,Negativno,Da
1591,18.467218,77.391835,7.9,-30.1,7.24,4.76,Negativno,Ne
1592,18.460973,77.400944,11.1,-34.3,7.85,1.7,Negativno,Ne
1593,18.48692,77.38656,13.2,-34.2,7.53,0.97,Negativno,Ne
1594,18.452918,77.391118,13.8,-68.8,7.12,2.62,Negativno,Ne
1595,18.501069,77.40715,4.2,-53.1,6.97,2.04,Negativno,Ne
1596,18.485406,77.390061,11.8,-52.8,7.41,5.03,Negativno,Ne
1597,18.495106,77.399978,3.6,-46.5,6.73,3.5,Negativno,Da
1598,18.484966,77.39474,11.8,-24.3,6.44,4.65,Negativno,Ne
1599,18.467519,77.380003,1.5,-55.4,7.28,1.26,Negativno,Ne
1600,18.488627,77.378167,12.0,-42.1,7.13,0.27,Negativno,Ne
1601,18.475785,77.390138,14.5,-65.8,7.93,5.78,Pozitivno,Ne
1602,18.474887,77.378089,7.4,-57.1,7.01,3.55,Negativno,Ne
1603,18.478344,77.379602,12.7,-43.0,7.67,1.25,Negativno,Da
1604,18.49783,77.400511,8.3,-44.6,6.36,1.21,Negativno,Ne
1605,18.483869,77.392671,1.4,-42.0,6.89,1.66,Negativno,Ne
1606,18.479736,77.400186,13.9,-9.5,6.89,7.907418672669531,Pozitivno,Da
1607,18.478734,77.38636,0.7,-59.6,7.55,5.62,Negativno,Ne
1608,18.466463,77.385349,6.2,-50.8,6.53,1.93,Negativno,Ne
1609,18.488445,77.396159,6.3,-40.2,7.7,5.82,Negativno,Ne
1610,18.483122,77.390188,6.0,-52.7,6.2,4.43,Negativno,Ne
1611,18.477627,77.401836,5.3,-10.2,6.96,6.157418672669531,Pozitivno,Da
1612,18.475923,77.387484,8.2,-26.8,6.85,5.79,Negativno,Ne
1613,18.463685,77.378806,8.3,-45.0,7.65,3.84,Negativno,Ne
1614,18.491102,77.387926,4.5,-58.4,7.32,2.31,Negativno,Ne
1615,18.485637,77.376799,2.0,-20.2,6.87,4.14,Negativno,Ne
1616,18.479051,77.404284,6.0,-41.2,6.34,0.71,Negativno,Ne
1617,18.493517,77.398362,13.7,-43.5,6.82,0.7,Negativno,Ne
1618,18.498764,77.395577,0.3,-30.8,7.67,3.93,Negativno,Ne
1619,18.469575,77.376872,0.2,-43.3,6.48,4.77,Negativno,Ne
1620,18.491954,77.38446,9.2,-60.0,7.37,5.02,Negativno,Ne
1621,18.480278,77.407076,8.3,-42.0,5.98,1.85,Negativno,Da
1622,18.478318,77.389628,7.1,-80.5,6.62,3.2,Negativno,Ne
1623,18.473573,77.37662,12.5,-32.2,6.36,4.19,Negativno,Ne
1624,18.479361,77.392143,6.2,-45.7,6.75,2.99,Negativno,Ne
1625,18.476591,77.389418,5.8,-42.1,6.48,3.82,Negativno,Ne
1626,18.482478,77.396948,11.4,-69.3,6.28,1.28,Negativno,Ne
1627,18.473906,77.377502,0.9,-46.1,6.59,0.86,Negativno,Ne
1628,18.470056,77.38101,5.8,-19.3,7.04,7.197510804995371,Pozitivno,Da
1629,18.48177,77.399573,7.4,-46.6,7.0,3.69,Negativno,Ne
1630,18.486931,77.383679,10.0,-79.9,7.22,0.52,Negativno,Ne
1631,18.484082,77.410859,9.1,-65.9,7.02,1.58,Negativno,Ne
1632,18.492509,77.397734,13.1,-25.6,7.87,5.57,Negativno,Ne
1633,18.493045,77.383832,1.1,-59.2,7.03,4.54,Negativno,Ne
1634,18.474639,77.387041,9.9,-54.8,7.05,1.83,Negativno,Ne
1635,18.486188,77.390052,6.3,-60.5,6.76,3.14,Negativno,Ne
1636,18.486255,77.399163,1.4,-19.1,7.33,2.53,Negativno,Ne
1637,18.475789,77.384755,7.6,-52.2,6.18,1.93,Negativno,Ne
1638,18.491404,77.38553,11.4,-60.3,7.34,1.98,Negativno,Ne
1639,18.461293,77.400893,11.5,-48.4,7.72,4.63,Negativno,Ne
1640,18.47878,77.38009,10.4,-31.8,6.21,4.57,Negativno,Ne
1641,18.47476,77.383985,7.4,-44.7,6.52,4.3,Negativno,Ne
1642,18.462807,77.387989,14.5,-36.0,6.17,5.19,Negativno,Ne
1643,18.468286,77.385732,8.8,-49.0,7.35,5.77,Negativno,Ne
1644,18.463882,77.372721,3.8,-33.6,6.69,3.39,Negativno,Ne
1645,18.479615,77.396303,12.3,-50.6,8.01,0.96,Negativno,Da
1646,18.471106,77.387557,13.8,-48.2,7.37,5.05,Negativno,Ne
1647,18.482636,77.379669,0.1,-47.4,7.04,2.33,Negativno,Ne
1648,18.462221,77.39017,14.7,-22.1,8.02,0.7,Negativno,Ne
1649,18.4716,77.373411,14.9,-55.5,7.41,4.71,Negativno,Ne
1650,18.473505,77.398821,1.8,-68.1,7.33,5.85,Pozitivno,Ne
1651,18.472197,77.378701,5.1,-51.2,6.43,5.35,Negativno,Ne
1652,18.494029,77.391044,4.0,-30.3,5.99,2.6,Negativno,Ne
1653,18.482836,77.385448,3.9,-52.9,6.55,4.43,Negativno,Da
1654,18.477285,77.383947,8.9,-59.5,7.35,1.62,Negativno,Ne
1655,18.467573,77.394593,1.8,-45.8,7.17,2.75,Negativno,Ne
1656,18.474675,77.373532,2.1,-65.2,7.06,3.46,Negativno,Ne
1657,18.478053,77.38632,11.3,-53.5,7.63,1.53,Pozitivno,Ne
1658,18.47029,77.388627,2.6,-60.8,7.26,5.1,Negativno,Ne
1659,18.490719,77.392672,6.9,-58.9,6.33,4.7,Negativno,Ne
1660,18.470132,77.404673,12.9,-51.8,6.91,0.75,Negativno,Ne
1661,18.484661,77.391716,10.5,-20.9,7.22,5.06,Negativno,Ne
1662,18.484221,77.402414,10.2,-13.1,6.14,4.78,Negativno,Ne
1663,18.470178,77.388658,11.8,-46.6,7.4,5.78,Negativno,Ne
1664,18.467162,77.387546,13.4,-38.4,7.19,5.6,Negativno,Ne
1665,18.478953,77.380942,1.2,-40.4,7.44,5.22,Negativno,Ne
1666,18.48562,77.405266,5.4,-58.1,7.45,5.43,Pozitivno,Ne
1667,18.493982,77.376282,2.3,-67.1,7.56,5.35,Negativno,Ne
1668,18.480583,77.38965,1.7,-25.5,6.78,2.31,Negativno,Ne
1669,18.473612,77.372508,7.2,-18.4,7.01,2.37,Pozitivno,Ne
1670,18.463085,77.405358,5.4,-41.1,7.45,1.1,Negativno,Ne
1671,18.48574,77.374846,5.3,-41.0,6.08,1.47,Negativno,Ne
1672,18.474567,77.388169,9.1,-54.4,6.42,1.02,Negativno,Ne
1673,18.498877,77.40197,0.7,-72.2,7.52,5.27,Negativno,Ne
1674,18.49408,77.370985,11.0,-52.3,6.39,4.31,Negativno,Ne
1675,18.490224,77.399053,2.6,-45.7,5.97,5.63,Negativno,Ne
1676,18.474468,77.392032,14.9,-38.5,6.41,3.3,Negativno,Ne
1677,18.491339,77.409329,1.5,-30.8,5.64,0.19,Negativno,Da
1678,18.473581,77.373665,5.0,-52.9,6.92,0.26,Negativno,Ne
1679,18.486975,77.399202,6.5,-46.9,7.61,2.05,Negativno,Ne
1680,18.481791,77.368362,5.7,-44.8,6.85,3.13,Negativno,Ne
1681,18.468128,77.40085,8.3,-65.5,6.82,4.86,Negativno,Ne
1682,18.478955,77.401447,9.5,-16.2,6.82,4.64741867266953,Pozitivno,Da
1683,18.483439,77.398816,14.9,-51.0,8.14,1.98,Pozitivno,Ne
1684,18.474342,77.389112,12.7,-63.0,7.12,2.39,Negativno,Ne
1685,18.494905,77.387718,10.0,-34.6,6.98,5.3,Negativno,Ne
1686,18.487535,77.385343,6.6,-57.9,7.09,4.58,Negativno,Ne
1687,18.482668,77.386055,5.7,-43.9,6.87,2.28,Pozitivno,Ne
1688,18.483961,77.380248,0.2,-59.2,7.03,2.17,Negativno,Ne
1689,18.468525,77.409079,4.7,-57.2,7.37,4.53,Negativno,Ne
1690,18.476258,77.39116,12.6,-69.8,6.9,5.7,Negativno,Ne
1691,18.494784,77.393276,14.2,-53.6,6.33,2.29,Negativno,Ne
1692,18.477345,77.391189,12.5,-45.9,6.49,1.72,Negativno,Ne
1693,18.479516,77.378487,6.7,-51.0,6.83,2.73,Negativno,Ne
1694,18.491881,77.399135,4.5,-38.8,6.4,2.57,Negativno,Ne
1695,18.492239,77.382524,3.6,-40.9,6.71,1.51,Negativno,Ne
1696,18.493358,77.395301,14.6,-34.5,7.13,0.94,Pozitivno,Ne
1697,18.472964,77.380683,0.1,-51.9,6.5,4.32,Negativno,Ne
1698,18.497323,77.403246,0.6,-36.6,6.6,1.31,Negativno,Ne
1699,18.492224,77.39917,2.8,-54.0,7.31,5.11,Negativno,Ne
1700,18.463528,77.382972,4.2,-36.5,7.37,1.36,Negativno,Ne
1701,18.479896,77.383062,9.3,-69.8,6.29,0.4,Negativno,Ne
1702,18.475806,77.386583,12.9,-64.9,6.53,2.16,Negativno,Ne
1703,18.477489,77.383423,3.8,-48.1,6.62,0.29,Negativno,Ne
1704,18.468946,77.386967,3.1,-70.8,6.86,3.32,Negativno,Ne
1705,18.481712,77.388449,13.2,-43.2,7.8,4.94,Negativno,Ne
1706,18.473886,77.375957,2.8,-73.7,7.12,0.45,Pozitivno,Ne
1707,18.504123,77.389569,11.0,-63.9,7.83,0.64,Negativno,Ne
1708,18.471935,77.390152,8.6,-77.3,7.33,0.75,Negativno,Ne
1709,18.483187,77.380311,7.6,-67.5,7.18,5.38,Negativno,Ne
1710,18.480457,77.396751,5.3,-80.3,6.19,4.75,Negativno,Ne
1711,18.471466,77.37972,11.6,-61.5,6.81,0.57,Pozitivno,Ne
1712,18.483415,77.405936,12.1,-57.3,6.24,3.08,Negativno,Ne
1713,18.484371,77.390139,8.1,-57.3,6.54,1.06,Negativno,Ne
1715,18.473877,77.405457,1.1,-20.6,7.28,3.71,Negativno,Ne
1716,18.478571,77.396464,7.6,-45.1,7.03,0.76,Negativno,Ne
1717,18.481055,77.37779,12.1,-64.4,6.96,1.16,Negativno,Da
1718,18.484639,77.397689,12.7,-45.8,6.47,4.04,Negativno,Ne
1719,18.470764,77.38583,2.1,-70.4,6.62,0.85,Pozitivno,Ne
1720,18.483056,77.378191,13.4,-58.2,7.78,5.24,Negativno,Da
1721,18.486365,77.382444,6.3,-60.5,6.95,1.41,Pozitivno,Ne
1722,18.477479,77.396431,10.3,-56.5,6.83,5.49,Negativno,Ne
1723,18.473166,77.390106,5.2,-49.4,6.14,1.14,Negativno,Ne
1724,18.493898,77.384317,14.6,-60.7,6.97,5.39,Negativno,Ne
1725,18.478762,77.39806,3.6,-50.4,7.05,2.18,Negativno,Ne
1726,18.478445,77.395431,4.1,-35.3,7.83,1.71,Negativno,Ne
1727,18.487602,77.402699,3.1,-44.7,6.87,0.58,Negativno,Ne
1728,18.477988,77.393885,3.0,-38.6,7.5,2.62,Negativno,Ne
1729,18.47919,77.400536,9.0,-13.0,7.85,7.487418672669531,Pozitivno,Da
1730,18.477182,77.393006,13.9,-55.6,6.79,4.18,Negativno,Da
1731,18.488006,77.385444,6.2,-71.5,6.57,3.99,Negativno,Ne
1732,18.462666,77.418801,7.7,-63.0,7.18,2.98,Negativno,Ne
1733,18.485994,77.3834,12.3,-18.3,7.38,3.42,Negativno,Ne
1734,18.471432,77.396576,11.2,-65.7,7.26,5.33,Negativno,Ne
1735,18.465594,77.385392,12.6,-26.1,6.65,1.57,Negativno,Ne
1736,18.488488,77.388915,9.6,-52.7,7.45,1.7,Pozitivno,Ne
1737,18.474231,77.392656,2.7,-24.7,7.06,3.94,Negativno,Ne
1738,18.487406,77.392401,10.2,-50.1,6.75,4.8,Pozitivno,Ne
1739,18.472241,77.377682,4.4,-61.4,6.75,4.86,Negativno,Ne
1740,18.482195,77.391824,7.9,-47.9,6.36,1.1,Negativno,Da
1741,18.472353,77.405024,10.3,-49.7,6.65,1.04,Negativno,Ne
1742,18.493983,77.394518,3.7,-24.2,7.59,4.71,Negativno,Ne
1743,18.502605,77.38327,9.9,-75.2,6.51,2.1,Negativno,Da
1744,18.462058,77.365233,10.8,-39.3,7.72,3.69,Negativno,Ne
1745,18.484734,77.384125,8.3,-64.8,6.16,4.18,Negativno,Ne
1746,18.483259,77.390748,12.6,-41.6,6.39,3.45,Negativno,Ne
1747,18.472649,77.410579,12.7,-6.9,7.49,1.88,Negativno,Ne
1748,18.490243,77.411441,9.1,-48.0,6.75,2.93,Negativno,Da
1749,18.475473,77.383528,11.7,-72.3,6.69,0.5,Negativno,Ne
1750,18.491727,77.378331,7.4,-36.7,6.89,3.73,Negativno,Ne
1751,18.481408,77.387455,10.1,-37.1,7.36,1.26,Negativno,Ne
1752,18.476352,77.389411,14.3,-40.8,7.64,5.22,Negativno,Ne
1753,18.485539,77.400676,3.9,-77.6,7.17,2.89,Negativno,Ne
1754,18.473419,77.380346,14.5,-59.5,7.05,2.96,Pozitivno,Ne
1755,18.47377,77.401845,6.5,-59.0,6.56,1.47,Negativno,Ne
1756,18.483823,77.39009,10.2,-66.2,5.97,3.6,Negativno,Ne
1757,18.473762,77.381491,2.1,-21.0,6.84,1.83,Negativno,Ne
1758,18.47602,77.383606,5.4,-39.4,6.42,2.98,Negativno,Ne
1759,18.483606,77.391195,5.9,-39.4,6.32,3.98,Negativno,Da
1760,18.48481,77.395587,0.4,-67.3,7.22,2.14,Negativno,Ne
1761,18.470124,77.391808,11.9,-52.8,6.73,5.05,Negativno,Ne
1762,18.473533,77.388786,7.4,-59.7,7.25,0.93,Negativno,Ne
1764,18.47661,77.376562,3.5,-85.5,7.79,5.09,Negativno,Ne
1765,18.483635,77.405097,0.3,-56.6,6.78,2.95,Negativno,Ne
1766,18.486286,77.380016,10.4,-42.3,7.16,3.16,Negativno,Da
1767,18.504222,77.385764,3.5,-30.6,7.53,5.64,Negativno,Ne
1768,18.487655,77.386472,3.0,-55.7,6.98,3.42,Negativno,Ne
1769,18.497544,77.386857,9.2,-73.1,7.48,0.46,Negativno,Ne
1770,18.493483,77.380395,3.3,-43.9,6.92,5.83,Negativno,Ne
1771,18.482547,77.394626,9.8,-55.0,7.96,5.48,Negativno,Ne
1772,18.475498,77.390611,1.9,-52.9,6.49,4.21,Negativno,Ne
1773,18.472042,77.398052,1.4,-50.6,6.84,4.5,Negativno,Ne
1774,18.475178,77.382805,11.7,-45.5,7.21,0.57,Negativno,Ne
1775,18.477757,77.379962,1.6,-54.8,7.43,1.99,Negativno,Ne
1776,18.463718,77.38362,13.0,-47.9,7.52,4.05,Pozitivno,Ne
1777,18.485292,77.401348,13.8,-21.0,7.57,2.13,Negativno,Ne
1778,18.483555,77.381438,12.0,-61.5,6.76,3.01,Negativno,Ne
1779,18.484515,77.395575,7.6,-60.3,6.52,0.2,Negativno,Ne
1780,18.479804,77.397364,3.1,-64.6,6.69,1.92,Negativno,Da
1781,18.499871,77.392856,0.2,-29.5,7.59,5.69,Negativno,Ne
1782,18.486328,77.398198,8.8,-49.5,6.89,1.37,Negativno,Ne
1783,18.486104,77.395162,8.9,-24.7,7.34,2.06,Pozitivno,Ne
1784,18.482449,77.386545,3.5,-49.4,6.96,5.26,Negativno,Ne
1785,18.471281,77.38717,2.9,-38.5,6.44,2.9,Negativno,Ne
1786,18.483754,77.372319,10.2,-28.2,7.15,2.05,Negativno,Ne
1787,18.487085,77.385929,3.5,-56.8,6.49,1.18,Pozitivno,Ne
1788,18.485682,77.376024,6.0,-45.9,6.95,5.89,Negativno,Ne
1789,18.482253,77.380766,13.8,-37.6,7.42,1.64,Negativno,Ne
1790,18.457177,77.384495,11.4,-42.7,7.28,3.82,Negativno,Ne
1791,18.491049,77.388568,1.5,-25.1,6.77,3.35,Negativno,Ne
1792,18.493264,77.406415,12.7,-60.1,7.12,3.4,Negativno,Da
1793,18.465298,77.406341,11.7,-72.1,6.69,1.96,Negativno,Ne
1794,18.462925,77.400488,7.4,-49.5,7.22,1.83,Negativno,Ne
1795,18.472226,77.411025,7.2,-48.4,7.27,3.02,Negativno,Ne
1796,18.456254,77.395719,14.7,-66.0,6.67,5.23,Negativno,Ne
1797,18.484773,77.39691,0.7,-54.9,6.84,4.23,Negativno,Ne
1798,18.485075,77.399664,9.7,-49.4,7.28,5.33,Negativno,Ne
1799,18.488471,77.391117,11.5,-51.7,7.36,2.2,Negativno,Ne
1800,18.487221,77.393755,9.4,-50.2,6.17,5.92,Negativno,Da
1801,18.458072,77.374242,7.9,-69.1,6.88,2.69,Negativno,Ne
